"movie","views","title"
"40339",7,"Chicken Little (2005)"
"41716",7,"Matador, The (2005)"
"42725",7,"Grandma's Boy (2006)"
"43396",7,"World's Fastest Indian, The (2005)"
"43836",7,"Pink Panther, The (2006)"
"45210",7,"United 93 (2006)"
"47644",7,"Invincible (2006)"
"47999",7,"Jesus Camp (2006)"
"48322",7,"Jackass Number Two (2006)"
"48982",7,"Flushed Away (2006)"
"49822",7,"Good Shepherd, The (2006)"
"51709",7,"Host, The (Gwoemul) (2006)"
"52319",7,"Inglorious Bastards (Quel maledetto treno blindato) (1978)"
"53129",7,"Mr. Brooks (2007)"
"53460",7,"Surf's Up (2007)"
"53468",7,"Fido (2006)"
"54256",7,"Hot Rod (2007)"
"56156",7,"Hitman (2007)"
"58154",7,"Other Boleyn Girl, The (2008)"
"58162",7,"Run Fatboy Run (2007)"
"60937",7,"Mummy: Tomb of the Dragon Emperor, The (2008)"
"61160",7,"Star Wars: The Clone Wars (2008)"
"62644",7,"Wave, The (Welle, Die) (2008)"
"64497",7,"Day the Earth Stood Still, The (2008)"
"64575",7,"Doubt (2008)"
"64622",7,"Reader, The (2008)"
"65216",7,"Defiance (2008)"
"65682",7,"Underworld: Rise of the Lycans (2009)"
"65802",7,"Paul Blart: Mall Cop (2009)"
"69278",7,"Land of the Lost (2009)"
"69436",7,"Year One (2009)"
"71033",7,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)"
"71254",7,"Gamer (2009)"
"72733",7,"Invictus (2009)"
"74530",7,"Percy Jackson & the Olympians: The Lightning Thief (2010)"
"74545",7,"Ghost Writer, The (2010)"
"78637",7,"Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)"
"79357",7,"Mr. Nobody (2009)"
"79428",7,"Dinner for Schmucks (2010)"
"80363",7,"Resident Evil: Afterlife (2010)"
"80831",7,"Let Me In (2010)"
"81782",7,"Unstoppable (2010)"
"81788",7,"Next Three Days, The (2010)"
"82167",7,"Love and Other Drugs (2010)"
"82169",7,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)"
"82202",7,"Tourist, The (2010)"
"85342",7,"Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)"
"85367",7,"Just Go with It (2011)"
"86320",7,"Melancholia (2011)"
"86347",7,"Louis C.K.: Chewed Up (2008)"
"86377",7,"Louis C.K.: Shameless (2007)"
"90439",7,"Margin Call (2011)"
"91104",7,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
"95558",7,"Beasts of the Southern Wild (2012)"
"96861",7,"Taken 2 (2012)"
"97836",7,"Here Comes the Boom (2012)"
"98124",7,"Batman: The Dark Knight Returns, Part 1 (2012)"
"99149",7,"Misérables, Les (2012)"
"102716",7,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)"
"103384",7,"Lone Ranger, The (2013)"
"103688",7,"Conjuring, The (2013)"
"106491",7,"47 Ronin (2013)"
"106642",7,"Day of the Doctor, The (2013)"
"106766",7,"Inside Llewyn Davis (2013)"
"108729",7,"Enemy (2013)"
"110501",7,"The Raid 2: Berandal (2014)"
"110730",7,"Transcendence (2014)"
"122896",7,"Pirates of the Caribbean: Dead Men Tell No Tales (2017)"
"132046",7,"Tomorrowland (2015)"
"133771",7,"The Lobster (2015)"
"134170",7,"Kung Fury (2015)"
"135436",7,"The Secret Life of Pets (2016)"
"140715",7,"Straight Outta Compton (2015)"
"149354",7,"Sisters (2015)"
"158872",7,"Sausage Party (2016)"
"159817",7,"Planet Earth (2006)"
"167746",7,"The Lego Batman Movie (2017)"
"168248",7,"John Wick: Chapter Two (2017)"
"170705",7,"Band of Brothers (2001)"
"61",6,"Eye for an Eye (1996)"
"132",6,"Jade (1995)"
"155",6,"Beyond Rangoon (1995)"
"171",6,"Jeffrey (1995)"
"191",6,"Scarlet Letter, The (1995)"
"213",6,"Burnt by the Sun (Utomlyonnye solntsem) (1994)"
"217",6,"Babysitter, The (1995)"
"250",6,"Heavyweights (Heavy Weights) (1995)"
"275",6,"Mixed Nuts (1994)"
"330",6,"Tales from the Hood (1995)"
"346",6,"Backbeat (1993)"
"347",6,"Bitter Moon (1992)"
"354",6,"Cobb (1994)"
"414",6,"Air Up There, The (1994)"
"429",6,"Cabin Boy (1994)"
"444",6,"Even Cowgirls Get the Blues (1993)"
"459",6,"Getaway, The (1994)"
"472",6,"I'll Do Anything (1994)"
"501",6,"Naked (1993)"
"548",6,"Terminal Velocity (1994)"
"556",6,"War Room, The (1993)"
"569",6,"Little Big League (1994)"
"611",6,"Hellraiser: Bloodline (1996)"
"612",6,"Pallbearer, The (1996)"
"627",6,"Last Supper, The (1995)"
"828",6,"Adventures of Pinocchio, The (1996)"
"833",6,"High School High (1996)"
"851",6,"Basquiat (1996)"
"886",6,"Bulletproof (1996)"
"936",6,"Ninotchka (1939)"
"938",6,"Gigi (1958)"
"942",6,"Laura (1944)"
"948",6,"Giant (1956)"
"949",6,"East of Eden (1955)"
"1004",6,"Glimmer Man, The (1996)"
"1018",6,"That Darn Cat! (1965)"
"1024",6,"Three Caballeros, The (1945)"
"1082",6,"Candidate, The (1972)"
"1083",6,"Great Race, The (1965)"
"1126",6,"Drop Dead Fred (1991)"
"1177",6,"Enchanted April (1992)"
"1190",6,"Tie Me Up! Tie Me Down! (¡Átame!) (1990)"
"1191",6,"Madonna: Truth or Dare (1991)"
"1226",6,"Quiet Man, The (1952)"
"1255",6,"Bad Taste (1987)"
"1334",6,"Blob, The (1958)"
"1361",6,"Paradise Lost: The Child Murders at Robin Hood Hills (1996)"
"1365",6,"Ridicule (1996)"
"1389",6,"Jaws 3-D (1983)"
"1454",6,"SubUrbia (1997)"
"1593",6,"Picture Perfect (1997)"
"1594",6,"In the Company of Men (1997)"
"1683",6,"Wings of the Dove, The (1997)"
"1797",6,"Everest (1998)"
"1809",6,"Fireworks (Hana-bi) (1997)"
"1821",6,"Object of My Affection, The (1998)"
"1875",6,"Clockwatchers (1997)"
"1931",6,"Mutiny on the Bounty (1935)"
"1949",6,"Man for All Seasons, A (1966)"
"1964",6,"Klute (1971)"
"1977",6,"Friday the 13th Part IV: The Final Chapter (1984)"
"1995",6,"Poltergeist II: The Other Side (1986)"
"2036",6,"Blank Check (1994)"
"2042",6,"D2: The Mighty Ducks (1994)"
"2092",6,"Return of Jafar, The (1994)"
"2093",6,"Return to Oz (1985)"
"2099",6,"Song of the South (1946)"
"2151",6,"Gods Must Be Crazy II, The (1989)"
"2184",6,"Trouble with Harry, The (1955)"
"2208",6,"Lady Vanishes, The (1938)"
"2239",6,"Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)"
"2261",6,"One Crazy Summer (1986)"
"2282",6,"Pecker (1998)"
"2306",6,"Holy Man (1998)"
"2315",6,"Bride of Chucky (Child's Play 4) (1998)"
"2357",6,"Central Station (Central do Brasil) (1998)"
"2418",6,"Nothing in Common (1986)"
"2430",6,"Mighty Joe Young (1949)"
"2432",6,"Stepmom (1998)"
"2436",6,"Tea with Mussolini (1999)"
"2497",6,"Message in a Bottle (1999)"
"2504",6,"200 Cigarettes (1999)"
"2506",6,"Other Sister, The (1999)"
"2548",6,"Rage: Carrie 2, The (1999)"
"2549",6,"Wing Commander (1999)"
"2553",6,"Village of the Damned (1960)"
"2574",6,"Out-of-Towners, The (1999)"
"2579",6,"Following (1998)"
"2676",6,"Instinct (1999)"
"2748",6,"Allan Quatermain and the Lost City of Gold (1987)"
"2787",6,"Cat's Eye (1985)"
"2880",6,"Armour of God (Long xiong hu di) (1987)"
"2940",6,"Gilda (1946)"
"2956",6,"Someone to Watch Over Me (1987)"
"2971",6,"All That Jazz (1979)"
"2976",6,"Bringing Out the Dead (1999)"
"3007",6,"American Movie (1999)"
"3029",6,"Nighthawks (1981)"
"3032",6,"Omega Man, The (1971)"
"3041",6,"Meatballs Part II (1984)"
"3063",6,"Poison Ivy (1992)"
"3079",6,"Mansfield Park (1999)"
"3090",6,"Matewan (1987)"
"3177",6,"Next Friday (2000)"
"3181",6,"Titus (1999)"
"3238",6,"Eye of the Beholder (1999)"
"3266",6,"Man Bites Dog (C'est arrivé près de chez vous) (1992)"
"3392",6,"She-Devil (1989)"
"3404",6,"Titanic (1953)"
"3412",6,"Bear, The (Ours, L') (1988)"
"3422",6,"She's Gotta Have It (1986)"
"3469",6,"Inherit the Wind (1960)"
"3494",6,"True Grit (1969)"
"3511",6,"Ready to Rumble (2000)"
"3519",6,"Force 10 from Navarone (1978)"
"3550",6,"The Hunger (1983)"
"3594",6,"Center Stage (2000)"
"3766",6,"Missing in Action (1984)"
"3770",6,"Dreamscape (1984)"
"3788",6,"Blow-Up (Blowup) (1966)"
"3799",6,"Pokémon the Movie 2000 (2000)"
"3835",6,"Crush, The (1993)"
"3841",6,"Air America (1990)"
"3889",6,"Highlander: Endgame (Highlander IV) (2000)"
"3915",6,"Girlfight (2000)"
"3925",6,"Stranger Than Paradise (1984)"
"3927",6,"Fantastic Voyage (1966)"
"3955",6,"Ladies Man, The (2000)"
"3985",6,"Eagle Has Landed, The (1976)"
"3987",6,"Bounce (2000)"
"3993",6,"Quills (2000)"
"4102",6,"Eddie Murphy Raw (1987)"
"4158",6,"Monkeybone (2001)"
"4178",6,"Of Mice and Men (1939)"
"4203",6,"Harley Davidson and the Marlboro Man (1991)"
"4205",6,"Mermaids (1990)"
"4210",6,"Manhunter (1986)"
"4211",6,"Reversal of Fortune (1990)"
"4215",6,"Revenge of the Nerds II: Nerds in Paradise (1987)"
"4233",6,"Tomcats (2001)"
"4248",6,"Josie and the Pussycats (2001)"
"4452",6,"Made (2001)"
"4498",6,"Dead Pool, The (1988)"
"4546",6,"Vanishing, The (Spoorloos) (1988)"
"4564",6,"Always (1989)"
"4616",6,"Lean on Me (1989)"
"4676",6,"Troop Beverly Hills (1989)"
"4748",6,"3 Ninjas (1992)"
"4754",6,"Wicker Man, The (1973)"
"4774",6,"Big Trouble (2002)"
"4812",6,"SpaceCamp (1986)"
"4815",6,"Hearts in Atlantis (2001)"
"4844",6,"Bandits (2001)"
"4978",6,"Lantana (2001)"
"5016",6,"Shipping News, The (2001)"
"5039",6,"Dragonslayer (1981)"
"5048",6,"Snow Dogs (2002)"
"5319",6,"Nine Queens (Nueve reinas) (2000)"
"5339",6,"Husbands and Wives (1992)"
"5379",6,"Believer, The (2001)"
"5421",6,"Dangerous Lives of Altar Boys, The (2002)"
"5452",6,"Look Who's Talking Now (1993)"
"5479",6,"K-19: The Widowmaker (2002)"
"5585",6,"Ernest Scared Stupid (1991)"
"5792",6,"Roger Dodger (2002)"
"5941",6,"Drumline (2002)"
"5942",6,"Hot Chick, The (2002)"
"6062",6,"Lost in La Mancha (2002)"
"6212",6,"Bringing Down the House (2003)"
"6322",6,"Confidence (2003)"
"6338",6,"Daddy Day Care (2003)"
"6461",6,"Unforgiven, The (1960)"
"6536",6,"Sinbad: Legend of the Seven Seas (2003)"
"6591",6,"Magdalene Sisters, The (2002)"
"6619",6,"Uptown Girls (2003)"
"6664",6,"Commando (1985)"
"6669",6,"Ikiru (1952)"
"6820",6,"Ginger Snaps (2000)"
"6974",6,"Freshman, The (1990)"
"7001",6,"Invasion of the Body Snatchers (1978)"
"7064",6,"Beauty and the Beast (La belle et la bête) (1946)"
"7101",6,"Doc Hollywood (1991)"
"7164",6,"Peter Pan (2003)"
"7234",6,"Strada, La (1954)"
"7235",6,"Ichi the Killer (Koroshiya 1) (2001)"
"7319",6,"Club Dread (2004)"
"7327",6,"Persona (1966)"
"7376",6,"Walking Tall (2004)"
"7379",6,"The Alamo (2004)"
"7460",6,"Coffee and Cigarettes (2003)"
"7624",6,"School Ties (1992)"
"7757",6,"Jason and the Argonauts (1963)"
"8154",6,"Dolce Vita, La (1960)"
"8207",6,"Day of the Jackal, The (1973)"
"8254",6,"Arizona Dream (1993)"
"8493",6,"Memphis Belle (1990)"
"8531",6,"White Chicks (2004)"
"8614",6,"Overboard (1987)"
"8869",6,"First Daughter (2004)"
"8879",6,"Murder on the Orient Express (1974)"
"8908",6,"Ladder 49 (2004)"
"8968",6,"After the Sunset (2004)"
"26133",6,"Charlie Brown Christmas, A (1965)"
"27317",6,"Audition (Ôdishon) (1999)"
"27721",6,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
"27741",6,"Twilight Samurai, The (Tasogare Seibei) (2002)"
"27772",6,"Ju-on: The Grudge (2002)"
"27821",6,"Interpreter, The (2005)"
"31427",6,"Hide and Seek (2005)"
"32011",6,"Cursed (2005)"
"33085",6,"Amityville Horror, The (2005)"
"33145",6,"Lot Like Love, A (2005)"
"33154",6,"Enron: The Smartest Guys in the Room (2005)"
"33164",6,"House of Wax (2005)"
"34332",6,"Sky High (2005)"
"37720",6,"Exorcism of Emily Rose, The (2005)"
"40581",6,"Just Friends (2005)"
"42004",6,"Transamerica (2005)"
"43560",6,"Nanny McPhee (2005)"
"44004",6,"Failure to Launch (2006)"
"44193",6,"She's the Man (2006)"
"44397",6,"Hills Have Eyes, The (2006)"
"44788",6,"This Film Is Not Yet Rated (2006)"
"45028",6,"Prairie Home Companion, A (2006)"
"45221",6,"Stick It (2006)"
"45440",6,"Art School Confidential (2006)"
"45726",6,"You, Me and Dupree (2006)"
"45732",6,"My Super Ex-Girlfriend (2006)"
"46974",6,"World Trade Center (2006)"
"47640",6,"Beerfest (2006)"
"48142",6,"Black Dahlia, The (2006)"
"48520",6,"Employee of the Month (2006)"
"49932",6,"Inland Empire (2006)"
"50685",6,"Waitress (2007)"
"51834",6,"Becoming Jane (2007)"
"51939",6,"TMNT (Teenage Mutant Ninja Turtles) (2007)"
"52241",6,"Lookout, The (2007)"
"55872",6,"August Rush (2007)"
"56715",6,"Wristcutters: A Love Story (2006)"
"56801",6,"AVPR: Aliens vs. Predator - Requiem (2007)"
"58103",6,"Vantage Point (2008)"
"60161",6,"Futurama: The Beast with a Billion Backs (2008)"
"62113",6,"How to Lose Friends & Alienate People (2008)"
"64030",6,"Transporter 3 (2008)"
"64034",6,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)"
"64231",6,"Punisher: War Zone (2008)"
"66297",6,"Futurama: Into the Wild Green Yonder (2009)"
"68952",6,"Drag Me to Hell (2009)"
"69069",6,"Fired Up (2009)"
"69306",6,"Taking of Pelham 1 2 3, The (2009)"
"71520",6,"Invention of Lying, The (2009)"
"71579",6,"Education, An (2009)"
"73268",6,"Daybreakers (2010)"
"75805",6,"Bounty Hunter, The (2010)"
"75985",6,"Repo Men (2010)"
"77866",6,"Robin Hood (2010)"
"78893",6,"Last Airbender, The (2010)"
"79185",6,"Knight and Day (2010)"
"79242",6,"Kids Are All Right, The (2010)"
"80166",6,"Switch, The (2010)"
"80860",6,"Life as We Know It (2010)"
"81156",6,"Jackass 3D (2010)"
"81784",6,"Morning Glory (2010)"
"82852",6,"Little Fockers (2010)"
"82854",6,"Gulliver's Travels (2010)"
"84601",6,"Unknown (2011)"
"85774",6,"Senna (2010)"
"85780",6,"Family Guy Presents: It's a Trap (2010)"
"85881",6,"Win Win (2011)"
"86293",6,"Arthur (2011)"
"87192",6,"Attack the Block (2011)"
"88812",6,"30 Minutes or Less (2011)"
"89087",6,"Colombiana (2011)"
"90249",6,"Real Steel (2011)"
"90522",6,"Johnny English Reborn (2011)"
"91128",6,"Rum Diary, The (2011)"
"91976",6,"Grey, The (2012)"
"94478",6,"Dark Shadows (2012)"
"94780",6,"Snow White and the Huntsman (2012)"
"95088",6,"Safety Not Guaranteed (2012)"
"95207",6,"Abraham Lincoln: Vampire Hunter (2012)"
"95543",6,"Ice Age 4: Continental Drift (2012)"
"96728",6,"Master, The (2012)"
"96811",6,"End of Watch (2012)"
"100383",6,"Side Effects (2013)"
"100498",6,"Good Day to Die Hard, A (2013)"
"101112",6,"Oz the Great and Powerful (2013)"
"103339",6,"White House Down (2013)"
"103372",6,"Heat, The (2013)"
"108156",6,"Ride Along (2014)"
"108928",6,"Monuments Men, The (2014)"
"108945",6,"RoboCop (2014)"
"110771",6,"Other Woman, The (2014)"
"116799",6,"Inherent Vice (2014)"
"117895",6,"Maze Runner: Scorch Trials (2015)"
"119155",6,"Night at the Museum: Secret of the Tomb (2014)"
"122890",6,"Warcraft (2016)"
"122898",6,"Justice League (2017)"
"126548",6,"The DUFF (2015)"
"127198",6,"Dope (2015)"
"127202",6,"Me and Earl and the Dying Girl (2015)"
"130490",6,"Insurgent (2015)"
"130634",6,"Furious 7 (2015)"
"135137",6,"Pixels (2015)"
"136562",6,"Steve Jobs (2015)"
"136598",6,"Vacation (2015)"
"139642",6,"Southpaw (2015)"
"140711",6,"American Ultra (2015)"
"142448",6,"Everest (2015)"
"149352",6,"Daddy's Home (2015)"
"157699",6,"Snowden (2016)"
"160563",6,"The Legend of Tarzan (2016)"
"160980",6,"Sully (2016)"
"162350",6,"The Magnificent Seven (2016)"
"162578",6,"Kubo and the Two Strings (2016)"
"162606",6,"The Accountant (2016)"
"166534",6,"Split (2017)"
"166635",6,"Passengers (2016)"
"179401",6,"Jumanji: Welcome to the Jungle (2017)"
"64",5,"Two if by Sea (1996)"
"68",5,"French Twist (Gazon maudit) (1995)"
"71",5,"Fair Game (1995)"
"75",5,"Big Bully (1996)"
"102",5,"Mr. Wrong (1996)"
"116",5,"Anne Frank Remembered (1995)"
"190",5,"Safe (1995)"
"242",5,"Farinelli: il castrato (1994)"
"259",5,"Kiss of Death (1995)"
"270",5,"Love Affair (1994)"
"302",5,"Queen Margot (Reine Margot, La) (1994)"
"334",5,"Vanya on 42nd Street (1994)"
"340",5,"War, The (1994)"
"343",5,"Baby-Sitters Club, The (1995)"
"390",5,"Faster Pussycat! Kill! Kill! (1965)"
"422",5,"Blink (1994)"
"453",5,"For Love or Money (1993)"
"458",5,"Geronimo: An American Legend (1993)"
"469",5,"House of the Spirits, The (1993)"
"550",5,"Threesome (1994)"
"580",5,"Princess Caraboo (1994)"
"619",5,"Ed (1996)"
"656",5,"Eddie (1996)"
"697",5,"Feeling Minnesota (1996)"
"725",5,"Great White Hype, The (1996)"
"813",5,"Larger Than Life (1996)"
"881",5,"First Kid (1996)"
"891",5,"Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)"
"973",5,"Meet John Doe (1941)"
"990",5,"Maximum Risk (1996)"
"1006",5,"Chamber, The (1996)"
"1014",5,"Pollyanna (1960)"
"1016",5,"Shaggy Dog, The (1959)"
"1034",5,"Freeway (1996)"
"1043",5,"To Gillian on Her 37th Birthday (1996)"
"1050",5,"Looking for Richard (1996)"
"1128",5,"Fog, The (1980)"
"1130",5,"Howling, The (1980)"
"1187",5,"Passion Fish (1992)"
"1192",5,"Paris Is Burning (1990)"
"1264",5,"Diva (1981)"
"1306",5,"Until the End of the World (Bis ans Ende der Welt) (1991)"
"1363",5,"Preacher's Wife, The (1996)"
"1366",5,"Crucible, The (1996)"
"1395",5,"Tin Men (1987)"
"1399",5,"Marvin's Room (1996)"
"1442",5,"Prefontaine (1997)"
"1468",5,"Booty Call (1997)"
"1487",5,"Selena (1997)"
"1498",5,"Inventing the Abbotts (1997)"
"1554",5,"Pillow Book, The (1996)"
"1582",5,"Wild America (1997)"
"1611",5,"My Own Private Idaho (1991)"
"1633",5,"Ulee's Gold (1997)"
"1643",5,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)"
"1667",5,"Mad City (1997)"
"1703",5,"For Richer or Poorer (1997)"
"1755",5,"Shooting Fish (1997)"
"1762",5,"Deep Rising (1998)"
"1783",5,"Palmetto (1998)"
"1785",5,"King of New York (1990)"
"1919",5,"Madeline (1998)"
"1973",5,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)"
"1983",5,"Halloween II (1981)"
"1993",5,"Child's Play 3 (1991)"
"2017",5,"Babes in Toyland (1961)"
"2070",5,"Tender Mercies (1983)"
"2073",5,"Fandango (1985)"
"2077",5,"Journey of Natty Gann, The (1985)"
"2084",5,"Newsies (1992)"
"2106",5,"Swing Kids (1993)"
"2163",5,"Attack of the Killer Tomatoes! (1978)"
"2170",5,"Wrongfully Accused (1998)"
"2188",5,"54 (1998)"
"2206",5,"Suspicion (1941)"
"2252",5,"Hero (1992)"
"2263",5,"Seventh Sign, The (1988)"
"2266",5,"Butcher's Wife, The (1991)"
"2275",5,"Six-String Samurai (1998)"
"2287",5,"Them! (1954)"
"2290",5,"Stardust Memories (1980)"
"2303",5,"Nashville (1975)"
"2356",5,"Celebrity (1998)"
"2377",5,"Lifeforce (1985)"
"2382",5,"Police Academy 5: Assignment: Miami Beach (1988)"
"2429",5,"Mighty Joe Young (1998)"
"2491",5,"Simply Irresistible (1999)"
"2498",5,"My Favorite Martian (1999)"
"2570",5,"Walk on the Moon, A (1999)"
"2618",5,"Castle, The (1997)"
"2654",5,"Wolf Man, The (1941)"
"2670",5,"Run Silent Run Deep (1958)"
"2732",5,"Jules and Jim (Jules et Jim) (1961)"
"2736",5,"Brighton Beach Memoirs (1986)"
"2769",5,"Yards, The (2000)"
"2810",5,"Perfect Blue (1997)"
"2866",5,"Buddy Holly Story, The (1978)"
"2883",5,"Mumford (1999)"
"2888",5,"Drive Me Crazy (1999)"
"2922",5,"Hang 'Em High (1968)"
"2925",5,"Conformist, The (Conformista, Il) (1970)"
"2937",5,"Palm Beach Story, The (1942)"
"2961",5,"Story of Us, The (1999)"
"3038",5,"Face in the Crowd, A (1957)"
"3045",5,"Peter's Friends (1992)"
"3115",5,"Flawless (1999)"
"3130",5,"Bonfire of the Vanities (1990)"
"3153",5,"7th Voyage of Sinbad, The (1958)"
"3169",5,"The Falcon and the Snowman (1985)"
"3182",5,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
"3221",5,"Draughtsman's Contract, The (1982)"
"3251",5,"Agnes of God (1985)"
"3286",5,"Snow Day (2000)"
"3310",5,"Kid, The (1921)"
"3327",5,"Beyond the Mat (1999)"
"3342",5,"Birdy (1984)"
"3401",5,"Baby... Secret of the Lost Legend (1985)"
"3425",5,"Mo' Better Blues (1990)"
"3470",5,"Dersu Uzala (1975)"
"3501",5,"Murphy's Romance (1985)"
"3506",5,"North Dallas Forty (1979)"
"3525",5,"Bachelor Party (1984)"
"3528",5,"Prince of Tides, The (1991)"
"3529",5,"Postman Always Rings Twice, The (1981)"
"3538",5,"East is East (1999)"
"3545",5,"Cabaret (1972)"
"3548",5,"Auntie Mame (1958)"
"3553",5,"Gossip (2000)"
"3557",5,"Jennifer 8 (1992)"
"3599",5,"Anchors Aweigh (1945)"
"3632",5,"Monsieur Verdoux (1947)"
"3672",5,"Benji (1974)"
"3682",5,"Magnum Force (1973)"
"3690",5,"Porky's Revenge (1985)"
"3723",5,"Hamlet (1990)"
"3724",5,"Coming Home (1978)"
"3726",5,"Assault on Precinct 13 (1976)"
"3764",5,"F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)"
"3840",5,"Pumpkinhead (1988)"
"3858",5,"Cecil B. DeMented (2000)"
"3864",5,"Godzilla 2000 (Gojira ni-sen mireniamu) (1999)"
"3871",5,"Shane (1953)"
"3946",5,"Get Carter (2000)"
"3992",5,"Malèna (2000)"
"4021",5,"Before Night Falls (2000)"
"4030",5,"Dracula 2000 (2000)"
"4086",5,"Big Easy, The (1987)"
"4104",5,"Ernest Goes to Camp (1987)"
"4220",5,"Longest Yard, The (1974)"
"4231",5,"Someone Like You (2001)"
"4234",5,"Tailor of Panama, The (2001)"
"4241",5,"Pokémon 3: The Movie (2001)"
"4265",5,"Driven (2001)"
"4267",5,"One Night at McCool's (2001)"
"4275",5,"Krull (1983)"
"4304",5,"Startup.com (2001)"
"4334",5,"Yi Yi (2000)"
"4356",5,"Gentlemen Prefer Blondes (1953)"
"4372",5,"Crazy/Beautiful (2001)"
"4383",5,"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
"4406",5,"Man Who Shot Liberty Valance, The (1962)"
"4464",5,"Accidental Tourist, The (1988)"
"4465",5,"Accused, The (1988)"
"4474",5,"Beaches (1988)"
"4509",5,"Great Outdoors, The (1988)"
"4526",5,"My Stepmother Is an Alien (1988)"
"4544",5,"Short Circuit 2 (1988)"
"4591",5,"Erik the Viking (1989)"
"4735",5,"Ghosts of Mars (2001)"
"4814",5,"Don't Say a Word (2001)"
"4821",5,"Joy Ride (2001)"
"4846",5,"Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993)"
"4867",5,"Riding in Cars with Boys (2001)"
"4900",5,"Out Cold (2001)"
"4915",5,"Beastmaster, The (1982)"
"4921",5,"Little Women (1933)"
"4971",5,"Moscow on the Hudson (1984)"
"4990",5,"Jimmy Neutron: Boy Genius (2001)"
"5027",5,"Another 48 Hrs. (1990)"
"5080",5,"Slackers (2002)"
"5081",5,"Birthday Girl (2001)"
"5092",5,"Big Fat Liar (2002)"
"5107",5,"Hart's War (2002)"
"5298",5,"Human Nature (2001)"
"5434",5,"Sorry, Wrong Number (1948)"
"5450",5,"Lovely & Amazing (2001)"
"5451",5,"Pumpkin (2002)"
"5480",5,"Stuart Little 2 (2002)"
"5548",5,"Down and Out in Beverly Hills (1986)"
"5570",5,"Thesis (Tesis) (1996)"
"5628",5,"Wasabi (2001)"
"5632",5,"Bloody Sunday (2002)"
"5665",5,"Knockaround Guys (2002)"
"5666",5,"Rules of Attraction, The (2002)"
"5796",5,"Casino Royale (1967)"
"5804",5,"Santa Clause 2, The (2002)"
"5874",5,"Friday After Next (2002)"
"5876",5,"Quiet American, The (2002)"
"5909",5,"Visitor Q (Bizita Q) (2001)"
"5993",5,"Max (2002)"
"6014",5,"National Security (2003)"
"6025",5,"CB4 - The Movie (1993)"
"6301",5,"Straw Dogs (1971)"
"6370",5,"Spanish Apartment, The (L'auberge espagnole) (2002)"
"6460",5,"Trial, The (Procès, Le) (1962)"
"6538",5,"Swimming Pool (2003)"
"6624",5,"Agent Cody Banks (2003)"
"6663",5,"Pink Panther Strikes Again, The (1976)"
"6666",5,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)"
"6686",5,"Medallion, The (2003)"
"6702",5,"Dickie Roberts: Former Child Star (2003)"
"6713",5,"Millennium Actress (Sennen joyû) (2001)"
"6724",5,"Paper Moon (1973)"
"6777",5,"Judgment at Nuremberg (1961)"
"6791",5,"Babette's Feast (Babettes gæstebud) (1987)"
"6794",5,"Beethoven's 2nd (1993)"
"6810",5,"Sleeping with the Enemy (1991)"
"6811",5,"PCU (1994)"
"6832",5,"Regarding Henry (1991)"
"6887",5,"Radio (2003)"
"6951",5,"Cat in the Hat, The (2003)"
"6975",5,"Funny Games (1997)"
"6985",5,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)"
"7008",5,"Last Tango in Paris (Ultimo tango a Parigi) (1972)"
"7018",5,"Presumed Innocent (1990)"
"7027",5,"Silverado (1985)"
"7044",5,"Wild at Heart (1990)"
"7115",5,"Deep Red (Profondo rosso) (1975)"
"7117",5,"Leprechaun (1993)"
"7320",5,"Dirty Dancing: Havana Nights (2004)"
"7649",5,"Babylon 5: In the Beginning (1998)"
"7698",5,"China Syndrome, The (1979)"
"7700",5,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
"7845",5,"Tremors II: Aftershocks (1996)"
"7983",5,"Broadway Danny Rose (1984)"
"8128",5,"Au revoir les enfants (1987)"
"8157",5,"Jin Roh: The Wolf Brigade (Jin-Rô) (1998)"
"8253",5,"Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)"
"8266",5,"Purple Rain (1984)"
"8372",5,"Garfield: The Movie (2004)"
"8387",5,"Police Academy: Mission to Moscow (1994)"
"8604",5,"Taxi (1998)"
