"1","2","3","4","5","6","NA","NA","NA","NA"
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Musical","Romance",NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Fantasy","Musical",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Mystery",NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA
"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Children","Comedy","Fantasy",NA,NA,NA,NA,NA
"Action","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Film-Noir",NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy","Sci-Fi","Western",NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Western",NA,NA,NA,NA,NA,NA,NA
"Children","Fantasy","Musical",NA,NA,NA,NA,NA,NA,NA
"Animation","Children","Drama",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Drama","Mystery",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama","War",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Fantasy",NA,NA,NA,NA,NA,NA
"Children","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Children","Comedy",NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Action","Animation","Children","Crime",NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Fantasy","Horror",NA,NA,NA,NA,NA,NA
"Children","Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Comedy","Fantasy","Sci-Fi",NA,NA,NA,NA,NA
"Action","Comedy","Western",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA
"Children","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Fantasy","Romance",NA,NA,NA,NA,NA,NA
"Film-Noir",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance","War",NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy","Mystery",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance","Western",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","War",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Animation","Children","Comedy","Musical",NA,NA,NA,NA,NA,NA
"Animation","Children","Comedy","Romance",NA,NA,NA,NA,NA,NA
"Animation","Children","Comedy","Musical","Romance",NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Musical",NA,NA,NA,NA,NA,NA,NA
"Children","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children",NA,NA,NA,NA,NA,NA,NA
"Animation","Children","Fantasy","Musical",NA,NA,NA,NA,NA,NA
"Adventure","Comedy","Musical",NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children",NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Crime","Drama",NA,NA,NA,NA,NA
"Children","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Fantasy","Musical","Romance",NA,NA,NA,NA
"Adventure","Children","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Animation","Children","Musical",NA,NA,NA,NA,NA,NA,NA
"Children","Drama","Fantasy","Mystery","Thriller",NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Musical",NA,NA,NA,NA,NA,NA
"Comedy","Fantasy","Romance",NA,NA,NA,NA,NA,NA,NA
"Animation","Children","Comedy","Musical",NA,NA,NA,NA,NA,NA
"Adventure","Children","Fantasy","Western",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Drama","War",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Fantasy",NA,NA,NA,NA,NA,NA
"Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Animation","Children","Comedy","Drama","Fantasy",NA,NA,NA,NA,NA
"Children","Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Crime","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Fantasy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Musical",NA,NA,NA,NA,NA,NA,NA
"Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Animation","Children",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Drama","Fantasy",NA,NA,NA,NA,NA
"Adventure","Animation","Children","Drama",NA,NA,NA,NA,NA,NA
"Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Comedy",NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Musical","Western",NA,NA,NA,NA,NA
"Adventure","Fantasy","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Comedy","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA
"Comedy","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Children","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Crime","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Drama","Horror",NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Romance","Thriller",NA,NA,NA,NA,NA,NA
"Action","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery","Romance","Thriller",NA,NA,NA,NA,NA,NA
"Drama","Film-Noir","Thriller",NA,NA,NA,NA,NA,NA,NA
"Adventure","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Comedy","Mystery",NA,NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Film-Noir","Thriller",NA,NA,NA,NA,NA,NA
"Mystery","Romance","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","War",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Film-Noir","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Comedy","Crime","Thriller",NA,NA,NA,NA,NA,NA
"Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA
"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Crime",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA
"Action","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Comedy","Crime","Drama",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Comedy","Fantasy",NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Drama","Fantasy","Romance",NA,NA,NA,NA,NA,NA
"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama","Fantasy","Mystery","Romance",NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Action","Sci-Fi","War",NA,NA,NA,NA,NA,NA,NA
"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance","War",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fantasy","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Horror","Western",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Documentary",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama","Thriller",NA,NA,NA,NA,NA,NA
"Mystery","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Animation","Children","Comedy",NA,NA,NA,NA,NA,NA,NA
"Adventure","Animation","Children","Comedy",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","War",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA
"Action","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA
"Action","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Fantasy","Horror",NA,NA,NA,NA,NA,NA
"Adventure","Fantasy","Romance","Sci-Fi","Thriller",NA,NA,NA,NA,NA
"Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Mystery",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Thriller",NA,NA,NA,NA,NA,NA,NA
"Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Drama",NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA
"Children","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA
"Action","Drama","Romance","Sci-Fi",NA,NA,NA,NA,NA,NA
"Animation","Musical",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Adventure","Children","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Children","Drama","Fantasy",NA,NA,NA,NA,NA,NA,NA
"Western",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Thriller",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama","Thriller",NA,NA,NA,NA,NA,NA
"Action","Adventure","Thriller","War",NA,NA,NA,NA,NA,NA
"Action","Adventure","Comedy","Romance",NA,NA,NA,NA,NA,NA
"Action","Adventure","Comedy","Romance",NA,NA,NA,NA,NA,NA
"Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Crime","Mystery","Thriller",NA,NA,NA,NA,NA,NA
"Action","Adventure","Children","Fantasy","Mystery","Thriller",NA,NA,NA,NA
"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA
"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama",NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Children","Drama",NA,NA,NA,NA,NA,NA
"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA
"Crime",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Action","Drama","War",NA,NA,NA,NA,NA,NA,NA
"Horror","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA
"Action","Adventure","Drama","Fantasy","Thriller",NA,NA,NA,NA,NA
